,ts,rad
0,2022-04-19 13:53:00+00:00,0.66
1,2022-04-19 13:54:00+00:00,0.66
2,2022-04-19 13:56:00+00:00,0.67
3,2022-04-19 13:58:00+00:00,0.67
4,2022-04-19 13:59:00+00:00,0.68
5,2022-04-19 14:00:00+00:00,0.68
6,2022-04-19 14:02:00+00:00,0.68
7,2022-04-19 14:03:00+00:00,0.69
8,2022-04-19 14:04:00+00:00,0.69
9,2022-04-19 14:06:00+00:00,0.7
10,2022-04-19 14:07:00+00:00,0.71
11,2022-04-19 14:08:00+00:00,0.71
12,2022-04-19 14:09:00+00:00,0.72
13,2022-04-19 14:10:00+00:00,0.72
14,2022-04-19 14:12:00+00:00,0.72
15,2022-04-19 14:14:00+00:00,0.73
16,2022-04-19 14:15:00+00:00,0.73
17,2022-04-19 14:16:00+00:00,0.74
18,2022-04-19 14:17:00+00:00,0.74
19,2022-04-19 14:18:00+00:00,0.74
20,2022-04-19 14:19:00+00:00,0.74
21,2022-04-19 14:20:00+00:00,0.75
22,2022-04-19 14:22:00+00:00,0.75
23,2022-04-19 14:24:00+00:00,0.76
24,2022-04-19 14:25:00+00:00,0.76
25,2022-04-19 14:26:00+00:00,0.77
26,2022-04-19 14:27:00+00:00,0.77
27,2022-04-19 14:28:00+00:00,0.77
28,2022-04-19 14:30:00+00:00,0.78
29,2022-04-19 14:32:00+00:00,0.79
30,2022-04-19 14:34:00+00:00,0.79
31,2022-04-19 14:35:00+00:00,0.79
32,2022-04-19 14:36:00+00:00,0.8
33,2022-04-19 14:37:00+00:00,0.8
34,2022-04-19 14:38:00+00:00,0.8
35,2022-04-19 14:40:00+00:00,0.81
36,2022-04-19 14:42:00+00:00,0.81
37,2022-04-19 14:43:00+00:00,0.82
38,2022-04-19 14:44:00+00:00,0.82
39,2022-04-19 14:45:00+00:00,0.82
40,2022-04-19 14:46:00+00:00,0.83
41,2022-04-19 14:48:00+00:00,0.83
42,2022-04-19 14:49:00+00:00,0.84
43,2022-04-19 14:50:00+00:00,0.84
44,2022-04-19 14:52:00+00:00,0.84
45,2022-04-19 14:54:00+00:00,0.85
46,2022-04-19 14:56:00+00:00,0.85
47,2022-04-19 14:57:00+00:00,0.85
48,2022-04-19 14:58:00+00:00,0.86
49,2022-04-19 14:59:00+00:00,0.86
50,2022-04-19 15:00:00+00:00,0.86
51,2022-04-19 15:02:00+00:00,0.86
52,2022-04-19 15:03:00+00:00,0.87
53,2022-04-19 15:04:00+00:00,0.87
54,2022-04-19 15:06:00+00:00,0.88
55,2022-04-19 15:07:00+00:00,0.88
56,2022-04-19 15:08:00+00:00,0.88
57,2022-04-19 15:10:00+00:00,0.89
58,2022-04-19 15:12:00+00:00,0.89
59,2022-04-19 15:14:00+00:00,0.9
60,2022-04-19 15:16:00+00:00,0.9
61,2022-04-19 15:17:00+00:00,0.9
62,2022-04-19 15:18:00+00:00,0.9
63,2022-04-19 15:19:00+00:00,0.91
64,2022-04-19 15:20:00+00:00,0.91
65,2022-04-19 15:22:00+00:00,0.91
66,2022-04-19 15:24:00+00:00,0.92
67,2022-04-19 15:25:00+00:00,0.92
68,2022-04-19 15:28:00+00:00,0.94
69,2022-04-19 15:29:00+00:00,0.94
70,2022-04-19 15:30:00+00:00,0.95
71,2022-04-19 15:31:00+00:00,0.95
72,2022-04-19 15:32:00+00:00,0.95
73,2022-04-19 15:34:00+00:00,0.96
74,2022-04-19 15:35:00+00:00,0.96
75,2022-04-19 15:36:00+00:00,0.97
76,2022-04-19 15:38:00+00:00,0.97
77,2022-04-19 15:40:00+00:00,0.98
78,2022-04-19 15:41:00+00:00,0.98
79,2022-04-19 15:42:00+00:00,0.98
80,2022-04-19 15:44:00+00:00,0.99
81,2022-04-19 15:45:00+00:00,0.99
82,2022-04-19 15:46:00+00:00,1.0
83,2022-04-19 15:49:00+00:00,1.01
84,2022-04-19 15:50:00+00:00,1.01
85,2022-04-19 15:51:00+00:00,1.02
86,2022-04-19 15:54:00+00:00,1.02
87,2022-04-19 15:56:00+00:00,1.03
88,2022-04-19 15:57:00+00:00,1.03
89,2022-04-19 15:58:00+00:00,1.04
90,2022-04-19 16:00:00+00:00,1.04
91,2022-04-19 16:02:00+00:00,1.04
92,2022-04-19 16:03:00+00:00,1.05
93,2022-04-19 16:04:00+00:00,1.05
94,2022-04-19 16:05:00+00:00,1.05
95,2022-04-19 16:07:00+00:00,1.06
96,2022-04-19 16:08:00+00:00,1.06
97,2022-04-19 16:10:00+00:00,1.07
98,2022-04-19 16:12:00+00:00,1.07
99,2022-04-19 16:14:00+00:00,1.08
100,2022-04-19 16:15:00+00:00,1.08
101,2022-04-19 16:16:00+00:00,1.08
102,2022-04-19 16:20:00+00:00,1.09
103,2022-04-19 16:21:00+00:00,1.09
104,2022-04-19 16:22:00+00:00,1.09
105,2022-04-19 16:24:00+00:00,1.09
106,2022-04-19 16:25:00+00:00,1.1
107,2022-04-19 16:26:00+00:00,1.1
108,2022-04-19 16:28:00+00:00,1.1
109,2022-04-19 16:30:00+00:00,1.11
110,2022-04-19 16:31:00+00:00,1.11
111,2022-04-19 16:32:00+00:00,1.11
112,2022-04-19 16:34:00+00:00,1.12
113,2022-04-19 16:35:00+00:00,1.12
114,2022-04-19 16:38:00+00:00,1.13
115,2022-04-19 16:40:00+00:00,1.13
116,2022-04-19 16:42:00+00:00,1.13
117,2022-04-19 16:44:00+00:00,1.14
118,2022-04-19 16:46:00+00:00,1.14
119,2022-04-19 16:47:00+00:00,1.14
120,2022-04-19 16:48:00+00:00,1.15
121,2022-04-19 16:50:00+00:00,1.15
122,2022-04-19 16:51:00+00:00,1.15
123,2022-04-19 16:52:00+00:00,1.15
124,2022-04-19 16:53:00+00:00,1.16
125,2022-04-19 16:54:00+00:00,1.16
126,2022-04-19 16:56:00+00:00,1.16
127,2022-04-19 16:57:00+00:00,1.17
128,2022-04-19 16:58:00+00:00,1.17
129,2022-04-19 16:59:00+00:00,1.17
130,2022-04-19 17:00:00+00:00,1.18
131,2022-04-19 17:01:00+00:00,1.18
132,2022-04-19 17:02:00+00:00,1.18
133,2022-04-19 17:04:00+00:00,1.19
134,2022-04-19 17:06:00+00:00,1.19
135,2022-04-19 17:08:00+00:00,1.19
136,2022-04-19 17:10:00+00:00,1.19
137,2022-04-19 17:11:00+00:00,1.19
138,2022-04-19 17:12:00+00:00,1.19
139,2022-04-19 17:14:00+00:00,1.19
140,2022-04-19 17:16:00+00:00,1.2
141,2022-04-19 17:17:00+00:00,1.2
142,2022-04-19 17:18:00+00:00,1.2
143,2022-04-19 17:20:00+00:00,1.21
144,2022-04-19 17:22:00+00:00,1.21
145,2022-04-19 17:23:00+00:00,1.21
146,2022-04-19 17:24:00+00:00,1.22
147,2022-04-19 17:25:00+00:00,1.22
148,2022-04-19 17:26:00+00:00,1.22
149,2022-04-19 17:27:00+00:00,1.22
150,2022-04-19 17:28:00+00:00,1.22
151,2022-04-19 17:30:00+00:00,1.22
152,2022-04-19 17:32:00+00:00,1.21
153,2022-04-19 17:34:00+00:00,1.21
154,2022-04-19 17:35:00+00:00,1.21
155,2022-04-19 17:36:00+00:00,1.21
156,2022-04-19 17:38:00+00:00,1.21
157,2022-04-19 17:39:00+00:00,1.21
158,2022-04-19 17:40:00+00:00,1.21
159,2022-04-19 17:41:00+00:00,1.21
160,2022-04-19 17:42:00+00:00,1.22
161,2022-04-19 17:44:00+00:00,1.22
162,2022-04-19 17:46:00+00:00,1.22
163,2022-04-19 17:48:00+00:00,1.22
164,2022-04-19 17:49:00+00:00,1.22
165,2022-04-19 17:50:00+00:00,1.22
166,2022-04-19 17:52:00+00:00,1.22
167,2022-04-19 17:53:00+00:00,1.22
168,2022-04-19 17:54:00+00:00,1.22
169,2022-04-19 17:55:00+00:00,1.22
170,2022-04-19 17:56:00+00:00,1.22
171,2022-04-19 17:57:00+00:00,1.22
172,2022-04-19 17:58:00+00:00,1.22
173,2022-04-19 17:59:00+00:00,1.22
174,2022-04-19 18:00:00+00:00,1.22
175,2022-04-19 18:01:00+00:00,1.22
176,2022-04-19 18:02:00+00:00,1.22
177,2022-04-19 18:03:00+00:00,1.22
178,2022-04-19 18:04:00+00:00,1.22
179,2022-04-19 18:06:00+00:00,1.22
180,2022-04-19 18:07:00+00:00,1.22
181,2022-04-19 18:08:00+00:00,1.22
182,2022-04-19 18:09:00+00:00,1.22
183,2022-04-19 18:10:00+00:00,1.22
184,2022-04-19 18:11:00+00:00,1.22
185,2022-04-19 18:12:00+00:00,1.22
186,2022-04-19 18:14:00+00:00,1.22
187,2022-04-19 18:16:00+00:00,1.22
188,2022-04-19 18:17:00+00:00,1.22
189,2022-04-19 18:18:00+00:00,1.22
190,2022-04-19 18:19:00+00:00,1.23
191,2022-04-19 18:20:00+00:00,1.23
192,2022-04-19 18:21:00+00:00,1.23
193,2022-04-19 18:22:00+00:00,1.23
194,2022-04-19 18:23:00+00:00,1.23
195,2022-04-19 18:24:00+00:00,1.22
196,2022-04-19 18:25:00+00:00,1.22
197,2022-04-19 18:26:00+00:00,1.22
198,2022-04-19 18:28:00+00:00,1.21
199,2022-04-19 18:30:00+00:00,1.21
200,2022-04-19 18:31:00+00:00,1.2
201,2022-04-19 18:32:00+00:00,1.2
202,2022-04-19 18:34:00+00:00,1.2
203,2022-04-19 18:35:00+00:00,1.19
204,2022-04-19 18:36:00+00:00,1.19
205,2022-04-19 18:37:00+00:00,1.19
206,2022-04-19 18:38:00+00:00,1.19
207,2022-04-19 18:40:00+00:00,1.19
208,2022-04-19 18:41:00+00:00,1.19
209,2022-04-19 18:42:00+00:00,1.19
210,2022-04-19 18:44:00+00:00,1.19
211,2022-04-19 18:45:00+00:00,1.19
212,2022-04-19 18:46:00+00:00,1.19
213,2022-04-19 18:48:00+00:00,1.19
214,2022-04-19 18:49:00+00:00,1.19
215,2022-04-19 18:52:00+00:00,1.18
216,2022-04-19 18:54:00+00:00,1.18
217,2022-04-19 18:55:00+00:00,1.17
218,2022-04-19 18:56:00+00:00,1.17
219,2022-04-19 18:57:00+00:00,1.17
220,2022-04-19 18:58:00+00:00,1.17
221,2022-04-19 19:00:00+00:00,1.17
222,2022-04-19 19:01:00+00:00,1.17
223,2022-04-19 19:02:00+00:00,1.17
224,2022-04-19 19:04:00+00:00,1.17
225,2022-04-19 19:05:00+00:00,1.17
226,2022-04-19 19:06:00+00:00,1.17
227,2022-04-19 19:07:00+00:00,1.17
228,2022-04-19 19:08:00+00:00,1.17
229,2022-04-19 19:09:00+00:00,1.17
230,2022-04-19 19:12:00+00:00,1.16
231,2022-04-19 19:14:00+00:00,1.16
232,2022-04-19 19:15:00+00:00,1.16
233,2022-04-19 19:16:00+00:00,1.16
234,2022-04-19 19:18:00+00:00,1.16
235,2022-04-19 19:20:00+00:00,1.15
236,2022-04-19 19:22:00+00:00,1.15
237,2022-04-19 19:23:00+00:00,1.15
238,2022-04-19 19:24:00+00:00,1.15
239,2022-04-19 19:25:00+00:00,1.14
240,2022-04-19 19:26:00+00:00,1.14
241,2022-04-19 19:27:00+00:00,1.14
242,2022-04-19 19:28:00+00:00,1.14
243,2022-04-19 19:29:00+00:00,1.14
244,2022-04-19 19:30:00+00:00,1.14
245,2022-04-19 19:32:00+00:00,1.14
246,2022-04-19 19:34:00+00:00,1.13
247,2022-04-19 19:36:00+00:00,1.13
248,2022-04-19 19:38:00+00:00,1.13
249,2022-04-19 19:40:00+00:00,1.12
250,2022-04-19 19:41:00+00:00,1.12
251,2022-04-19 19:42:00+00:00,1.12
252,2022-04-19 19:44:00+00:00,1.12
253,2022-04-19 19:46:00+00:00,1.11
254,2022-04-19 19:48:00+00:00,1.11
255,2022-04-19 19:49:00+00:00,1.11
256,2022-04-19 19:50:00+00:00,1.11
257,2022-04-19 19:51:00+00:00,1.1
258,2022-04-19 19:52:00+00:00,1.1
259,2022-04-19 19:54:00+00:00,1.1
260,2022-04-19 19:56:00+00:00,1.09
261,2022-04-19 19:58:00+00:00,1.09
262,2022-04-19 20:00:00+00:00,1.09
263,2022-04-19 20:01:00+00:00,1.08
264,2022-04-19 20:03:00+00:00,1.08
265,2022-04-19 20:04:00+00:00,1.08
266,2022-04-19 20:06:00+00:00,1.08
267,2022-04-19 20:08:00+00:00,1.08
268,2022-04-19 20:09:00+00:00,1.08
269,2022-04-19 20:10:00+00:00,1.08
270,2022-04-19 20:12:00+00:00,1.07
271,2022-04-19 20:14:00+00:00,1.07
272,2022-04-19 20:15:00+00:00,1.07
273,2022-04-19 20:16:00+00:00,1.06
274,2022-04-19 20:17:00+00:00,1.06
275,2022-04-19 20:18:00+00:00,1.06
276,2022-04-19 20:19:00+00:00,1.06
277,2022-04-19 20:20:00+00:00,1.06
278,2022-04-19 20:22:00+00:00,1.05
279,2022-04-19 20:23:00+00:00,1.05
280,2022-04-19 20:24:00+00:00,1.05
281,2022-04-19 20:25:00+00:00,1.05
282,2022-04-19 20:26:00+00:00,1.05
283,2022-04-19 20:28:00+00:00,1.05
284,2022-04-19 20:29:00+00:00,1.05
285,2022-04-19 20:30:00+00:00,1.05
286,2022-04-19 20:32:00+00:00,1.05
287,2022-04-19 20:33:00+00:00,1.05
288,2022-04-19 20:34:00+00:00,1.05
289,2022-04-19 20:36:00+00:00,1.05
290,2022-04-19 20:37:00+00:00,1.05
291,2022-04-19 20:38:00+00:00,1.05
292,2022-04-19 20:40:00+00:00,1.05
293,2022-04-19 20:41:00+00:00,1.05
294,2022-04-19 20:42:00+00:00,1.04
295,2022-04-19 20:43:00+00:00,1.04
296,2022-04-19 20:44:00+00:00,1.04
297,2022-04-19 20:46:00+00:00,1.04
298,2022-04-19 20:47:00+00:00,1.04
299,2022-04-19 20:48:00+00:00,1.04
300,2022-04-19 20:50:00+00:00,1.04
301,2022-04-19 20:51:00+00:00,1.03
302,2022-04-19 20:52:00+00:00,1.03
303,2022-04-19 20:54:00+00:00,1.03
304,2022-04-19 20:55:00+00:00,1.03
305,2022-04-19 20:56:00+00:00,1.03
306,2022-04-19 20:58:00+00:00,1.03
307,2022-04-19 21:00:00+00:00,1.03
308,2022-04-19 21:01:00+00:00,1.03
309,2022-04-19 21:02:00+00:00,1.03
310,2022-04-19 21:03:00+00:00,1.03
311,2022-04-19 21:04:00+00:00,1.03
312,2022-04-19 21:06:00+00:00,1.03
313,2022-04-19 21:07:00+00:00,1.03
314,2022-04-19 21:08:00+00:00,1.03
315,2022-04-19 21:09:00+00:00,1.03
316,2022-04-19 21:10:00+00:00,1.03
317,2022-04-19 21:11:00+00:00,1.02
318,2022-04-19 21:12:00+00:00,1.02
319,2022-04-19 21:14:00+00:00,1.02
320,2022-04-19 21:16:00+00:00,1.02
321,2022-04-19 21:17:00+00:00,1.02
322,2022-04-19 21:18:00+00:00,1.02
323,2022-04-19 21:19:00+00:00,1.02
324,2022-04-19 21:20:00+00:00,1.02
325,2022-04-19 21:22:00+00:00,1.02
326,2022-04-19 21:23:00+00:00,1.02
327,2022-04-19 21:24:00+00:00,1.02
328,2022-04-19 21:25:00+00:00,1.02
329,2022-04-19 21:26:00+00:00,1.03
330,2022-04-19 21:28:00+00:00,1.03
331,2022-04-19 21:30:00+00:00,1.03
332,2022-04-19 21:32:00+00:00,1.03
333,2022-04-19 21:34:00+00:00,1.03
334,2022-04-19 21:36:00+00:00,1.03
335,2022-04-19 21:38:00+00:00,1.03
336,2022-04-19 21:40:00+00:00,1.03
337,2022-04-19 21:42:00+00:00,1.03
338,2022-04-19 21:43:00+00:00,1.03
339,2022-04-19 21:44:00+00:00,1.03
340,2022-04-19 21:45:00+00:00,1.03
341,2022-04-19 21:46:00+00:00,1.03
342,2022-04-19 21:47:00+00:00,1.03
343,2022-04-19 21:48:00+00:00,1.04
344,2022-04-19 21:49:00+00:00,1.04
345,2022-04-19 21:51:00+00:00,1.04
346,2022-04-19 21:52:00+00:00,1.04
347,2022-04-19 21:53:00+00:00,1.04
348,2022-04-19 21:54:00+00:00,1.04
349,2022-04-19 21:55:00+00:00,1.04
350,2022-04-19 21:56:00+00:00,1.04
351,2022-04-19 21:57:00+00:00,1.04
352,2022-04-19 21:58:00+00:00,1.04
353,2022-04-19 22:00:00+00:00,1.04
354,2022-04-19 22:01:00+00:00,1.04
355,2022-04-19 22:04:00+00:00,1.05
356,2022-04-19 22:05:00+00:00,1.05
357,2022-04-19 22:06:00+00:00,1.05
358,2022-04-19 22:08:00+00:00,1.05
359,2022-04-19 22:10:00+00:00,1.05
360,2022-04-19 22:12:00+00:00,1.05
361,2022-04-19 22:14:00+00:00,1.05
362,2022-04-19 22:15:00+00:00,1.05
363,2022-04-19 22:18:00+00:00,1.06
364,2022-04-19 22:20:00+00:00,1.06
365,2022-04-19 22:22:00+00:00,1.06
366,2022-04-19 22:23:00+00:00,1.06
367,2022-04-19 22:24:00+00:00,1.06
368,2022-04-19 22:26:00+00:00,1.06
369,2022-04-19 22:28:00+00:00,1.06
370,2022-04-19 22:29:00+00:00,1.06
371,2022-04-19 22:30:00+00:00,1.06
372,2022-04-19 22:31:00+00:00,1.07
373,2022-04-19 22:32:00+00:00,1.07
374,2022-04-19 22:34:00+00:00,1.08
375,2022-04-19 22:35:00+00:00,1.08
376,2022-04-19 22:36:00+00:00,1.08
377,2022-04-19 22:37:00+00:00,1.09
378,2022-04-19 22:38:00+00:00,1.09
379,2022-04-19 22:40:00+00:00,1.09
380,2022-04-19 22:42:00+00:00,1.1
381,2022-04-19 22:44:00+00:00,1.1
382,2022-04-19 22:46:00+00:00,1.1
383,2022-04-19 22:48:00+00:00,1.1
384,2022-04-19 22:49:00+00:00,1.1
385,2022-04-19 22:52:00+00:00,1.11
386,2022-04-19 22:53:00+00:00,1.11
387,2022-04-19 22:54:00+00:00,1.11
388,2022-04-19 22:56:00+00:00,1.11
389,2022-04-19 22:58:00+00:00,1.12
390,2022-04-19 22:59:00+00:00,1.12
391,2022-04-19 23:00:00+00:00,1.12
392,2022-04-19 23:01:00+00:00,1.12
393,2022-04-19 23:02:00+00:00,1.12
394,2022-04-19 23:03:00+00:00,1.13
395,2022-04-19 23:04:00+00:00,1.13
396,2022-04-19 23:06:00+00:00,1.14
397,2022-04-19 23:08:00+00:00,1.14
398,2022-04-19 23:10:00+00:00,1.14
399,2022-04-19 23:12:00+00:00,1.14
400,2022-04-19 23:14:00+00:00,1.14
401,2022-04-19 23:16:00+00:00,1.14
402,2022-04-19 23:18:00+00:00,1.14
403,2022-04-19 23:19:00+00:00,1.14
404,2022-04-19 23:20:00+00:00,1.14
405,2022-04-19 23:21:00+00:00,1.14
406,2022-04-19 23:22:00+00:00,1.15
407,2022-04-19 23:23:00+00:00,1.15
408,2022-04-19 23:24:00+00:00,1.15
409,2022-04-19 23:26:00+00:00,1.15
410,2022-04-19 23:27:00+00:00,1.15
411,2022-04-19 23:28:00+00:00,1.15
412,2022-04-19 23:30:00+00:00,1.16
413,2022-04-19 23:31:00+00:00,1.16
414,2022-04-19 23:32:00+00:00,1.16
415,2022-04-19 23:33:00+00:00,1.16
416,2022-04-19 23:35:00+00:00,1.17
417,2022-04-19 23:38:00+00:00,1.18
418,2022-04-19 23:40:00+00:00,1.18
419,2022-04-19 23:42:00+00:00,1.18
420,2022-04-19 23:44:00+00:00,1.18
421,2022-04-19 23:45:00+00:00,1.19
422,2022-04-19 23:46:00+00:00,1.19
423,2022-04-19 23:48:00+00:00,1.19
424,2022-04-19 23:50:00+00:00,1.2
425,2022-04-19 23:51:00+00:00,1.2
426,2022-04-19 23:52:00+00:00,1.2
427,2022-04-19 23:53:00+00:00,1.2
428,2022-04-19 23:54:00+00:00,1.21
429,2022-04-19 23:55:00+00:00,1.21
430,2022-04-19 23:56:00+00:00,1.21
431,2022-04-19 23:57:00+00:00,1.21
432,2022-04-19 23:58:00+00:00,1.21
433,2022-04-20 00:00:00+00:00,1.22
434,2022-04-20 00:02:00+00:00,1.22
435,2022-04-20 00:04:00+00:00,1.23
436,2022-04-20 00:06:00+00:00,1.24
437,2022-04-20 00:07:00+00:00,1.24
438,2022-04-20 00:08:00+00:00,1.24
439,2022-04-20 00:10:00+00:00,1.25
440,2022-04-20 00:11:00+00:00,1.25
441,2022-04-20 00:12:00+00:00,1.25
442,2022-04-20 00:13:00+00:00,1.25
443,2022-04-20 00:14:00+00:00,1.25
444,2022-04-20 00:15:00+00:00,1.25
445,2022-04-20 00:17:00+00:00,1.26
446,2022-04-20 00:18:00+00:00,1.26
447,2022-04-20 00:19:00+00:00,1.26
448,2022-04-20 00:20:00+00:00,1.27
449,2022-04-20 00:23:00+00:00,1.28
450,2022-04-20 00:25:00+00:00,1.28
451,2022-04-20 00:28:00+00:00,1.29
452,2022-04-20 00:29:00+00:00,1.29
453,2022-04-20 00:30:00+00:00,1.29
454,2022-04-20 00:33:00+00:00,1.29
455,2022-04-20 00:34:00+00:00,1.3
456,2022-04-20 00:36:00+00:00,1.3
457,2022-04-20 00:39:00+00:00,1.31
458,2022-04-20 00:40:00+00:00,1.32
459,2022-04-20 00:43:00+00:00,1.33
460,2022-04-20 00:44:00+00:00,1.33
461,2022-04-20 00:47:00+00:00,1.34
462,2022-04-20 00:48:00+00:00,1.34
463,2022-04-20 00:49:00+00:00,1.35
464,2022-04-20 00:50:00+00:00,1.35
465,2022-04-20 00:51:00+00:00,1.35
466,2022-04-20 00:53:00+00:00,1.36
467,2022-04-20 00:55:00+00:00,1.36
468,2022-04-20 00:56:00+00:00,1.37
469,2022-04-20 00:58:00+00:00,1.37
470,2022-04-20 01:00:00+00:00,1.38
471,2022-04-20 01:03:00+00:00,1.39
472,2022-04-20 01:04:00+00:00,1.4
473,2022-04-20 01:06:00+00:00,1.4
474,2022-04-20 01:07:00+00:00,1.4
475,2022-04-20 01:08:00+00:00,1.4
476,2022-04-20 01:09:00+00:00,1.4
477,2022-04-20 01:10:00+00:00,1.41
478,2022-04-20 01:13:00+00:00,1.41
479,2022-04-20 01:14:00+00:00,1.42
480,2022-04-20 01:15:00+00:00,1.42
481,2022-04-20 01:16:00+00:00,1.42
482,2022-04-20 01:17:00+00:00,1.43
483,2022-04-20 01:19:00+00:00,1.43
484,2022-04-20 01:20:00+00:00,1.44
485,2022-04-20 01:21:00+00:00,1.44
486,2022-04-20 01:22:00+00:00,1.45
487,2022-04-20 01:23:00+00:00,1.45
488,2022-04-20 01:25:00+00:00,1.46
489,2022-04-20 01:26:00+00:00,1.46
490,2022-04-20 01:29:00+00:00,1.47
491,2022-04-20 01:30:00+00:00,1.47
492,2022-04-20 01:31:00+00:00,1.48
493,2022-04-20 01:33:00+00:00,1.48
494,2022-04-20 01:35:00+00:00,1.49
495,2022-04-20 01:37:00+00:00,1.5
496,2022-04-20 01:38:00+00:00,1.5
497,2022-04-20 01:39:00+00:00,1.5
498,2022-04-20 01:40:00+00:00,1.51
499,2022-04-20 01:41:00+00:00,1.51
500,2022-04-20 01:43:00+00:00,1.52
501,2022-04-20 01:44:00+00:00,1.52
502,2022-04-20 01:45:00+00:00,1.53
503,2022-04-20 01:47:00+00:00,1.54
504,2022-04-20 01:48:00+00:00,1.54
505,2022-04-20 01:49:00+00:00,1.54
506,2022-04-20 01:50:00+00:00,1.55
507,2022-04-20 01:53:00+00:00,1.56
508,2022-04-20 01:54:00+00:00,1.56
509,2022-04-20 01:55:00+00:00,1.56
510,2022-04-20 01:56:00+00:00,1.57
511,2022-04-20 01:57:00+00:00,1.57
512,2022-04-20 01:58:00+00:00,1.57
513,2022-04-20 01:59:00+00:00,1.57
514,2022-04-20 02:01:00+00:00,1.58
515,2022-04-20 02:02:00+00:00,1.58
516,2022-04-20 02:03:00+00:00,1.59
517,2022-04-20 02:05:00+00:00,1.59
518,2022-04-20 02:07:00+00:00,1.6
519,2022-04-20 02:08:00+00:00,1.6
520,2022-04-20 02:09:00+00:00,1.61
521,2022-04-20 02:11:00+00:00,1.61
522,2022-04-20 02:12:00+00:00,1.62
523,2022-04-20 02:13:00+00:00,1.62
524,2022-04-20 02:14:00+00:00,1.62
525,2022-04-20 02:15:00+00:00,1.63
526,2022-04-20 02:16:00+00:00,1.63
527,2022-04-20 02:17:00+00:00,1.63
528,2022-04-20 02:18:00+00:00,1.63
529,2022-04-20 02:19:00+00:00,1.63
530,2022-04-20 02:21:00+00:00,1.64
531,2022-04-20 02:22:00+00:00,1.64
532,2022-04-20 02:23:00+00:00,1.65
533,2022-04-20 02:25:00+00:00,1.65
534,2022-04-20 02:26:00+00:00,1.65
535,2022-04-20 02:41:00+00:00,1.69
536,2022-04-20 02:42:00+00:00,1.7
537,2022-04-20 02:43:00+00:00,1.7
538,2022-04-20 02:44:00+00:00,1.71
539,2022-04-20 02:45:00+00:00,1.71
540,2022-04-20 02:47:00+00:00,1.72
541,2022-04-20 02:48:00+00:00,1.72
542,2022-04-20 02:49:00+00:00,1.73
543,2022-04-20 02:50:00+00:00,1.73
544,2022-04-20 02:51:00+00:00,1.73
545,2022-04-20 02:52:00+00:00,1.74
546,2022-04-20 02:53:00+00:00,1.74
547,2022-04-20 02:54:00+00:00,1.75
548,2022-04-20 02:55:00+00:00,1.75
549,2022-04-20 02:56:00+00:00,1.75
550,2022-04-20 02:57:00+00:00,1.76
551,2022-04-20 02:58:00+00:00,1.76
552,2022-04-20 02:59:00+00:00,1.76
553,2022-04-20 03:01:00+00:00,1.77
554,2022-04-20 03:03:00+00:00,1.78
555,2022-04-20 03:05:00+00:00,1.78
556,2022-04-20 03:07:00+00:00,1.79
557,2022-04-20 03:08:00+00:00,1.79
558,2022-04-20 03:09:00+00:00,1.79
559,2022-04-20 03:11:00+00:00,1.79
560,2022-04-20 03:13:00+00:00,1.79
561,2022-04-20 03:14:00+00:00,1.79
562,2022-04-20 03:15:00+00:00,1.79
563,2022-04-20 03:16:00+00:00,1.8
564,2022-04-20 03:19:00+00:00,1.8
565,2022-04-20 03:20:00+00:00,1.8
566,2022-04-20 03:21:00+00:00,1.81
567,2022-04-20 03:22:00+00:00,1.81
568,2022-04-20 03:23:00+00:00,1.81
569,2022-04-20 03:24:00+00:00,1.81
570,2022-04-20 03:25:00+00:00,1.81
571,2022-04-20 03:26:00+00:00,1.81
572,2022-04-20 03:27:00+00:00,1.82
573,2022-04-20 03:31:00+00:00,1.82
574,2022-04-20 03:32:00+00:00,1.82
575,2022-04-20 03:33:00+00:00,1.82
576,2022-04-20 03:34:00+00:00,1.82
577,2022-04-20 03:35:00+00:00,1.82
578,2022-04-20 03:37:00+00:00,1.83
579,2022-04-20 03:38:00+00:00,1.83
580,2022-04-20 03:39:00+00:00,1.84
581,2022-04-20 03:41:00+00:00,1.84
582,2022-04-20 03:42:00+00:00,1.85
583,2022-04-20 03:43:00+00:00,1.85
584,2022-04-20 03:45:00+00:00,1.85
585,2022-04-20 03:47:00+00:00,1.85
586,2022-04-20 03:49:00+00:00,1.85
587,2022-04-20 03:50:00+00:00,1.85
588,2022-04-20 03:51:00+00:00,1.85
589,2022-04-20 03:52:00+00:00,1.86
590,2022-04-20 03:53:00+00:00,1.86
591,2022-04-20 03:55:00+00:00,1.86
592,2022-04-20 03:57:00+00:00,1.86
593,2022-04-20 03:59:00+00:00,1.87
594,2022-04-20 04:00:00+00:00,1.87
595,2022-04-20 04:01:00+00:00,1.87
596,2022-04-20 04:02:00+00:00,1.88
597,2022-04-20 04:03:00+00:00,1.88
598,2022-04-20 04:05:00+00:00,1.88
599,2022-04-20 04:07:00+00:00,1.88
600,2022-04-20 04:09:00+00:00,1.88
601,2022-04-20 04:11:00+00:00,1.88
602,2022-04-20 04:13:00+00:00,1.88
603,2022-04-20 04:15:00+00:00,1.89
604,2022-04-20 04:17:00+00:00,1.89
605,2022-04-20 04:19:00+00:00,1.89
606,2022-04-20 04:21:00+00:00,1.9
607,2022-04-20 04:23:00+00:00,1.9
